ticket_id,created_at,resolved_at,priority,category,agent,team,status,location,satisfaction_score
INC-101151,2025-10-06 18:00:00,,Low,Access Request,Sofia Lang,Applications,In Progress,Remote,
INC-100068,2025-10-06 21:00:00,,Low,Hardware,Kevin Zhang,Network,Open,Berlin,
INC-100022,2025-10-06 23:00:00,2025-10-07 23:52:20.960579018,High,Software,David Ross,Infrastructure,Resolved,Hamburg,3.8
INC-100332,2025-10-07 00:00:00,2025-10-07 20:27:56.091331889,Medium,Email,Nina Falk,Infrastructure,Resolved,Remote,5.0
INC-100909,2025-10-07 01:00:00,2025-10-09 22:46:10.692077070,Medium,Hardware,Alice Brown,Service Desk,Resolved,Munich,4.6
INC-101044,2025-10-07 08:00:00,2025-10-07 10:58:36.505347313,High,Hardware,Alice Brown,Service Desk,Resolved,Remote,3.9
INC-100576,2025-10-07 16:00:00,2025-10-11 00:41:59.309078463,Medium,Access Request,Marta Novak,Security,Resolved,Munich,3.1
INC-100374,2025-10-07 16:00:00,2025-10-09 20:07:26.404192696,Low,Access Request,Kevin Zhang,Network,Resolved,Frankfurt,3.7
INC-100498,2025-10-07 19:00:00,2025-10-08 15:21:36.274030290,High,Access Request,Marta Novak,Security,Resolved,Remote,3.4
INC-100913,2025-10-08 07:00:00,2025-10-09 16:39:15.836154348,High,Hardware,Sofia Lang,Applications,Closed,Remote,3.5
INC-100770,2025-10-08 07:00:00,2025-10-08 11:39:06.873116297,Medium,VPN,Jonas Weber,Infrastructure,Closed,Cologne,3.8
INC-100634,2025-10-09 01:00:00,2025-10-11 10:34:50.531716520,Medium,Software,Emre Kaya,Applications,Closed,Berlin,4.3
INC-100379,2025-10-09 04:00:00,2025-10-10 02:21:52.178339985,Medium,Hardware,Jonas Weber,Infrastructure,Resolved,Cologne,4.0
INC-100188,2025-10-09 10:00:00,2025-10-10 04:49:50.211340784,High,Email,Priya Sharma,Service Desk,Resolved,Munich,3.0
INC-100758,2025-10-09 23:00:00,2025-10-11 05:54:51.397825946,Medium,Hardware,David Ross,Infrastructure,Resolved,Berlin,4.3
INC-101017,2025-10-10 03:00:00,2025-10-10 09:40:09.401740369,Medium,Hardware,Alice Brown,Service Desk,Resolved,Hamburg,3.9
INC-101159,2025-10-10 05:00:00,2025-10-11 00:54:13.038040877,Medium,Hardware,Kevin Zhang,Network,Resolved,Remote,3.7
INC-100614,2025-10-10 10:00:00,,High,Network,David Ross,Infrastructure,In Progress,Frankfurt,
INC-100094,2025-10-10 23:00:00,2025-10-11 03:09:36.911042884,Critical,Access Request,Alice Brown,Service Desk,Closed,Munich,3.5
INC-101066,2025-10-11 01:00:00,2025-10-11 15:10:00.762053351,High,Access Request,Tim Bauer,Network,Resolved,Remote,4.3
INC-100809,2025-10-11 19:00:00,2025-10-12 04:37:48.922368471,Critical,Email,Tim Bauer,Network,Closed,Berlin,1.9
INC-101173,2025-10-11 23:00:00,2025-10-12 05:06:20.754048679,Critical,Access Request,Chris Miller,Applications,Resolved,Frankfurt,2.9
INC-101094,2025-10-12 05:00:00,2025-10-13 01:07:13.281757896,Low,Network,Marta Novak,Security,Closed,Berlin,3.7
INC-100552,2025-10-12 11:00:00,2025-10-15 10:12:07.615739945,Medium,Onboarding,Kevin Zhang,Network,Resolved,Hamburg,4.1
INC-100440,2025-10-13 10:00:00,2025-10-14 06:20:25.790025582,Medium,Network,Priya Sharma,Service Desk,Resolved,Berlin,4.3
INC-101168,2025-10-13 15:00:00,,Medium,Hardware,Marco Klein,Service Desk,Open,Hamburg,
INC-100957,2025-10-14 04:00:00,2025-10-14 11:54:25.737385975,Critical,Onboarding,Kevin Zhang,Network,Resolved,Munich,4.8
INC-100027,2025-10-14 13:00:00,2025-10-15 11:43:13.038107183,Medium,Network,Marta Novak,Security,Closed,Remote,3.2
INC-100942,2025-10-14 23:00:00,2025-10-17 09:48:14.283405251,Low,Onboarding,Lina Schmitt,Service Desk,Closed,Remote,4.1
INC-100585,2025-10-14 23:00:00,,High,Access Request,Priya Sharma,Service Desk,Pending,Cologne,
INC-100164,2025-10-15 12:00:00,,High,Access Request,Priya Sharma,Service Desk,Pending,Berlin,
INC-100687,2025-10-15 14:00:00,2025-10-16 21:12:10.963772625,Medium,Security Incident,Jonas Weber,Infrastructure,Resolved,Hamburg,3.6
INC-101131,2025-10-15 15:00:00,,High,Network,Tim Bauer,Network,Open,Munich,
INC-100144,2025-10-16 01:00:00,2025-10-20 13:05:56.979089739,Low,Hardware,Marco Klein,Service Desk,Resolved,Frankfurt,5.0
INC-100962,2025-10-16 02:00:00,,Low,Onboarding,Chris Miller,Applications,In Progress,Frankfurt,
INC-100163,2025-10-16 04:00:00,2025-10-18 17:52:18.267617875,Low,Network,Alice Brown,Service Desk,Closed,Berlin,3.0
INC-100373,2025-10-16 10:00:00,2025-10-16 17:50:38.275695367,High,Network,Alice Brown,Service Desk,Resolved,Munich,4.3
INC-100065,2025-10-16 14:00:00,2025-10-17 21:43:50.555419379,Medium,Network,Nina Falk,Infrastructure,Closed,Berlin,4.4
INC-100907,2025-10-16 18:00:00,2025-10-18 06:49:38.986683307,High,Onboarding,Noah Fischer,Security,Resolved,Cologne,4.0
INC-100960,2025-10-16 20:00:00,2025-10-18 21:59:55.229037724,Medium,Network,Olivia Reed,Network,Resolved,Hamburg,3.6
INC-100496,2025-10-17 00:00:00,2025-10-18 03:44:12.191611585,High,Access Request,Nina Falk,Infrastructure,Closed,Remote,3.4
INC-101043,2025-10-17 15:00:00,2025-10-18 12:55:34.550461338,Low,Software,Nina Falk,Infrastructure,Resolved,Remote,4.3
INC-101191,2025-10-17 17:00:00,2025-10-19 01:39:18.514501371,Low,Security Incident,Marta Novak,Security,Closed,Munich,4.7
INC-100248,2025-10-17 19:00:00,2025-10-18 20:27:19.566984950,High,Network,Sofia Lang,Applications,Resolved,Berlin,4.6
INC-100572,2025-10-17 21:00:00,2025-10-19 08:57:49.297489420,Low,Software,Noah Fischer,Security,Resolved,Berlin,4.5
INC-100624,2025-10-18 01:00:00,2025-10-19 01:19:13.558083268,High,Access Request,Emre Kaya,Applications,Closed,Remote,4.0
INC-100425,2025-10-18 02:00:00,2025-10-22 08:17:54.354342718,Low,Onboarding,Sofia Lang,Applications,Resolved,Munich,5.0
INC-101079,2025-10-18 06:00:00,2025-10-19 23:37:12.848606574,Low,Network,Olivia Reed,Network,Resolved,Munich,4.9
INC-100165,2025-10-18 07:00:00,2025-10-19 13:05:54.226351415,Medium,Email,Kevin Zhang,Network,Closed,Remote,4.1
INC-100275,2025-10-18 08:00:00,2025-10-19 02:18:40.943397172,High,Software,Chris Miller,Applications,Resolved,Frankfurt,4.5
INC-100929,2025-10-18 09:00:00,,Low,Software,Marco Klein,Service Desk,In Progress,Hamburg,
INC-100972,2025-10-18 09:00:00,2025-10-20 04:03:34.836620970,Low,Security Incident,Chris Miller,Applications,Closed,Berlin,5.0
INC-100732,2025-10-18 11:00:00,2025-10-19 21:28:10.227685159,High,Network,Nina Falk,Infrastructure,Closed,Frankfurt,4.0
INC-100464,2025-10-18 14:00:00,2025-10-19 02:02:40.527293438,Medium,Access Request,Emre Kaya,Applications,Resolved,Cologne,4.0
INC-101185,2025-10-18 20:00:00,2025-10-19 20:28:52.306963479,High,Access Request,Lina Schmitt,Service Desk,Resolved,Hamburg,3.2
INC-100777,2025-10-19 17:00:00,2025-10-20 20:29:14.446476183,High,Email,Sofia Lang,Applications,Resolved,Cologne,3.5
INC-101059,2025-10-19 20:00:00,2025-10-20 21:27:25.968592389,Medium,Email,Nina Falk,Infrastructure,Resolved,Frankfurt,2.4
INC-100500,2025-10-20 05:00:00,,High,Email,Priya Sharma,Service Desk,Open,Berlin,
INC-100954,2025-10-20 16:00:00,2025-10-21 09:40:52.083941413,High,Access Request,Jonas Weber,Infrastructure,Resolved,Hamburg,3.6
INC-100547,2025-10-21 00:00:00,2025-10-21 17:10:50.430288970,Medium,Onboarding,Marta Novak,Security,Resolved,Berlin,3.0
INC-101153,2025-10-21 09:00:00,2025-10-22 14:04:34.873158341,Medium,Access Request,Kevin Zhang,Network,Closed,Remote,3.6
INC-100795,2025-10-21 12:00:00,2025-10-22 13:19:03.042796597,Medium,Hardware,Noah Fischer,Security,Closed,Berlin,4.2
INC-100994,2025-10-21 12:00:00,2025-10-25 12:31:55.659597723,Medium,VPN,Nina Falk,Infrastructure,Closed,Berlin,4.0
INC-100238,2025-10-21 16:00:00,2025-10-22 10:18:45.167686240,Medium,Access Request,Kevin Zhang,Network,Resolved,Cologne,4.1
INC-100473,2025-10-21 16:00:00,2025-10-23 01:27:12.185791188,Medium,Email,Jonas Weber,Infrastructure,Resolved,Berlin,3.3
INC-100005,2025-10-21 22:00:00,2025-10-26 12:54:45.452063132,Low,Email,Olivia Reed,Network,Closed,Frankfurt,5.0
INC-100621,2025-10-22 01:00:00,2025-10-24 11:11:07.372581142,Medium,Access Request,Marco Klein,Service Desk,Closed,Remote,3.5
INC-101100,2025-10-22 02:00:00,2025-10-23 07:29:42.346321093,High,Software,Noah Fischer,Security,Resolved,Frankfurt,3.3
INC-100407,2025-10-22 02:00:00,,Medium,Email,Olivia Reed,Network,Open,Cologne,
INC-100435,2025-10-22 02:00:00,2025-10-23 06:04:58.489813556,Low,Email,Nina Falk,Infrastructure,Closed,Frankfurt,4.1
INC-100633,2025-10-22 03:00:00,2025-10-22 22:46:31.003733305,Medium,Network,Priya Sharma,Service Desk,Closed,Berlin,3.9
INC-100155,2025-10-22 05:00:00,,Low,Onboarding,Chris Miller,Applications,In Progress,Cologne,
INC-100354,2025-10-22 10:00:00,2025-10-24 03:46:41.727172983,Medium,Security Incident,Marco Klein,Service Desk,Closed,Cologne,3.3
INC-100091,2025-10-22 10:00:00,2025-10-22 19:55:21.678033946,High,Hardware,Alice Brown,Service Desk,Resolved,Munich,3.5
INC-100140,2025-10-22 19:00:00,,Medium,Access Request,David Ross,Infrastructure,Open,Berlin,
INC-101039,2025-10-22 19:00:00,2025-10-24 10:38:44.423332047,Medium,Software,Marco Klein,Service Desk,Resolved,Remote,4.3
INC-100082,2025-10-22 21:00:00,2025-10-25 14:17:51.082638060,Low,Network,Alice Brown,Service Desk,Resolved,Berlin,4.0
INC-100756,2025-10-23 02:00:00,2025-10-26 00:22:18.862201111,Medium,Email,Alice Brown,Service Desk,Resolved,Berlin,4.3
INC-100004,2025-10-23 07:00:00,2025-10-24 08:57:17.003834543,High,Email,Marta Novak,Security,Closed,Berlin,2.9
INC-100298,2025-10-23 08:00:00,2025-10-24 20:04:48.910121487,Medium,Software,Marco Klein,Service Desk,Resolved,Remote,3.6
INC-100121,2025-10-23 12:00:00,,Low,Software,Nina Falk,Infrastructure,Open,Hamburg,
INC-100285,2025-10-23 21:00:00,,Low,Email,Marco Klein,Service Desk,In Progress,Hamburg,
INC-100800,2025-10-24 03:00:00,2025-10-24 19:19:43.968808045,Medium,VPN,David Ross,Infrastructure,Closed,Remote,4.1
INC-100935,2025-10-24 05:00:00,,Medium,Hardware,Lina Schmitt,Service Desk,In Progress,Cologne,
INC-100030,2025-10-24 10:00:00,2025-10-26 12:22:47.808667790,Medium,Software,Noah Fischer,Security,Resolved,Frankfurt,3.2
INC-100689,2025-10-24 20:00:00,2025-10-26 19:54:35.102751756,Medium,Access Request,David Ross,Infrastructure,Resolved,Munich,3.4
INC-100047,2025-10-24 23:00:00,,Medium,Software,Alice Brown,Service Desk,Open,Remote,
INC-100186,2025-10-25 01:00:00,,Low,Onboarding,David Ross,Infrastructure,In Progress,Remote,
INC-100869,2025-10-25 04:00:00,2025-10-26 11:39:51.187288644,Medium,Network,Noah Fischer,Security,Resolved,Berlin,4.4
INC-100923,2025-10-25 04:00:00,2025-10-25 13:23:03.405893632,Medium,Software,Olivia Reed,Network,Resolved,Remote,3.5
INC-100219,2025-10-25 06:00:00,2025-10-25 21:38:44.695804678,Medium,Network,Emre Kaya,Applications,Resolved,Frankfurt,4.4
INC-100267,2025-10-25 06:00:00,2025-10-26 08:10:04.120857686,Low,Network,Tim Bauer,Network,Resolved,Munich,4.8
INC-101092,2025-10-25 13:00:00,2025-10-26 01:48:52.087475956,High,VPN,Olivia Reed,Network,Resolved,Cologne,4.3
INC-101184,2025-10-25 13:00:00,2025-10-25 20:46:26.997252107,Medium,Network,Marco Klein,Service Desk,Resolved,Berlin,4.2
INC-100883,2025-10-25 16:00:00,2025-10-27 05:57:59.208631589,High,Access Request,Sofia Lang,Applications,Resolved,Hamburg,3.0
INC-100214,2025-10-25 20:00:00,2025-10-26 03:36:14.613361315,Medium,Software,Sofia Lang,Applications,Resolved,Cologne,4.4
INC-101057,2025-10-25 21:00:00,2025-10-26 10:47:43.928839449,Medium,Email,Priya Sharma,Service Desk,Closed,Hamburg,5.0
INC-100031,2025-10-26 02:00:00,,High,Software,Olivia Reed,Network,Pending,Munich,
INC-100020,2025-10-26 02:00:00,2025-10-27 02:31:48.671386601,Low,Network,Alice Brown,Service Desk,Closed,Munich,4.2
INC-100833,2025-10-26 18:00:00,2025-10-29 05:20:07.272454157,Medium,Onboarding,Lina Schmitt,Service Desk,Resolved,Remote,4.0
INC-100506,2025-10-26 22:00:00,2025-10-28 10:54:25.957328624,Medium,Software,Noah Fischer,Security,Resolved,Remote,3.3
INC-100792,2025-10-27 00:00:00,,Medium,Onboarding,Noah Fischer,Security,Open,Berlin,
INC-100537,2025-10-27 08:00:00,2025-10-28 05:52:10.685144960,Low,Onboarding,Nina Falk,Infrastructure,Closed,Munich,4.1
INC-100222,2025-10-27 09:00:00,2025-10-28 05:35:40.577533253,High,Access Request,Sofia Lang,Applications,Resolved,Munich,4.5
INC-100871,2025-10-27 11:00:00,2025-10-29 15:51:38.907215595,Medium,Network,Kevin Zhang,Network,Resolved,Hamburg,3.3
INC-100205,2025-10-27 18:00:00,2025-10-27 20:13:46.551705861,High,Access Request,Marco Klein,Service Desk,Resolved,Frankfurt,3.4
INC-100916,2025-10-28 01:00:00,,Medium,Hardware,Alice Brown,Service Desk,In Progress,Hamburg,
INC-100798,2025-10-28 01:00:00,2025-10-28 17:18:02.312956810,High,Software,Olivia Reed,Network,Resolved,Berlin,3.2
INC-100905,2025-10-28 03:00:00,,Medium,Email,Noah Fischer,Security,Open,Cologne,
INC-100114,2025-10-28 03:00:00,,Medium,Network,Kevin Zhang,Network,Open,Munich,
INC-100335,2025-10-28 09:00:00,2025-10-30 20:45:07.196278326,Medium,Network,Marta Novak,Security,Resolved,Berlin,3.8
INC-100647,2025-10-28 12:00:00,2025-10-29 21:59:36.487520258,Medium,Access Request,Emre Kaya,Applications,Resolved,Hamburg,4.2
INC-100939,2025-10-28 19:00:00,2025-10-29 02:37:44.492496868,Medium,Email,Marta Novak,Security,Resolved,Berlin,4.2
INC-100176,2025-10-28 20:00:00,2025-10-29 19:46:44.011089914,Low,Hardware,Olivia Reed,Network,Resolved,Berlin,3.3
INC-100612,2025-10-29 01:00:00,2025-10-30 19:05:04.237800776,Medium,VPN,Noah Fischer,Security,Closed,Cologne,4.2
INC-100073,2025-10-29 02:00:00,,High,VPN,Kevin Zhang,Network,Open,Remote,
INC-100485,2025-10-29 02:00:00,,Medium,Hardware,Tim Bauer,Network,Pending,Hamburg,
INC-100231,2025-10-29 04:00:00,2025-10-30 04:54:16.496401103,Medium,Access Request,Emre Kaya,Applications,Resolved,Hamburg,4.1
INC-100710,2025-10-29 20:00:00,2025-10-30 04:12:20.434436080,High,Network,Olivia Reed,Network,Resolved,Frankfurt,4.5
INC-101075,2025-10-30 00:00:00,2025-10-30 20:39:53.538587655,Low,Access Request,Marta Novak,Security,Resolved,Berlin,4.7
INC-100054,2025-10-30 00:00:00,2025-10-30 20:34:50.733923782,High,Email,Lina Schmitt,Service Desk,Resolved,Berlin,3.4
INC-100277,2025-10-30 02:00:00,2025-11-01 06:16:20.141259709,Medium,VPN,Jonas Weber,Infrastructure,Resolved,Berlin,4.4
INC-100474,2025-10-30 04:00:00,2025-10-30 18:56:05.231528491,Medium,Onboarding,Tim Bauer,Network,Resolved,Berlin,4.2
INC-101102,2025-10-30 15:00:00,2025-11-01 10:07:30.942439682,Medium,VPN,Kevin Zhang,Network,Closed,Munich,3.2
INC-100070,2025-10-30 16:00:00,2025-11-01 04:16:31.870537391,Medium,Onboarding,David Ross,Infrastructure,Closed,Berlin,4.1
INC-100367,2025-10-30 16:00:00,2025-10-31 20:10:26.634747389,Medium,Onboarding,Tim Bauer,Network,Closed,Munich,2.9
INC-100124,2025-10-31 01:00:00,2025-11-01 21:40:45.119330862,Medium,Software,Olivia Reed,Network,Resolved,Cologne,3.2
INC-100109,2025-10-31 04:00:00,,Low,Security Incident,Jonas Weber,Infrastructure,In Progress,Remote,
INC-100290,2025-10-31 15:00:00,2025-11-01 02:14:33.194628912,Medium,Software,Sofia Lang,Applications,Resolved,Remote,4.0
INC-100944,2025-10-31 19:00:00,,Medium,Email,Alice Brown,Service Desk,In Progress,Hamburg,
INC-100974,2025-10-31 19:00:00,2025-11-03 03:03:45.645960797,Low,Access Request,Noah Fischer,Security,Resolved,Cologne,4.0
INC-100519,2025-11-01 02:00:00,2025-11-02 23:39:51.352665706,Medium,Software,Alice Brown,Service Desk,Resolved,Remote,3.8
INC-100076,2025-11-01 04:00:00,2025-11-02 22:54:49.847750135,High,Security Incident,David Ross,Infrastructure,Resolved,Berlin,3.5
INC-100709,2025-11-01 05:00:00,2025-11-03 13:07:01.588962069,Medium,Network,Marco Klein,Service Desk,Closed,Munich,3.7
INC-100973,2025-11-01 13:00:00,,Medium,Onboarding,Sofia Lang,Applications,Open,Remote,
INC-100622,2025-11-01 16:00:00,2025-11-02 05:11:50.610551684,Medium,Hardware,Lina Schmitt,Service Desk,Resolved,Remote,4.3
INC-100785,2025-11-01 18:00:00,2025-11-02 13:07:24.142892785,Medium,Access Request,Olivia Reed,Network,Resolved,Berlin,4.0
INC-100768,2025-11-02 01:00:00,2025-11-02 14:30:37.218186609,Medium,Access Request,Priya Sharma,Service Desk,Resolved,Hamburg,4.3
INC-101101,2025-11-02 03:00:00,2025-11-03 11:32:56.838516481,Medium,Software,Tim Bauer,Network,Resolved,Remote,3.8
INC-100644,2025-11-02 10:00:00,2025-11-02 17:38:47.751411732,Low,Network,Priya Sharma,Service Desk,Resolved,Remote,4.0
INC-100276,2025-11-02 18:00:00,2025-11-03 12:20:48.437194673,High,Network,Kevin Zhang,Network,Closed,Remote,4.5
INC-101146,2025-11-02 19:00:00,2025-11-03 15:26:58.830779544,Medium,Software,Chris Miller,Applications,Resolved,Remote,3.9
INC-100282,2025-11-03 19:00:00,2025-11-07 06:49:07.560927274,Low,Hardware,Emre Kaya,Applications,Closed,Munich,3.1
INC-101031,2025-11-04 00:00:00,,Medium,Hardware,Nina Falk,Infrastructure,Open,Hamburg,
INC-100729,2025-11-04 03:00:00,2025-11-05 01:24:04.234954726,High,Security Incident,Lina Schmitt,Service Desk,Closed,Frankfurt,4.1
INC-100444,2025-11-04 06:00:00,2025-11-04 12:37:12.505398789,Medium,Hardware,Chris Miller,Applications,Resolved,Frankfurt,3.9
INC-100651,2025-11-04 10:00:00,2025-11-05 13:15:53.394235990,Medium,Email,Alice Brown,Service Desk,Resolved,Hamburg,3.8
INC-101116,2025-11-04 15:00:00,2025-11-05 16:10:09.424197802,Medium,Access Request,Noah Fischer,Security,Resolved,Hamburg,3.8
INC-100284,2025-11-04 18:00:00,2025-11-05 08:04:30.920397375,Low,Hardware,Nina Falk,Infrastructure,Resolved,Frankfurt,4.1
INC-100718,2025-11-05 02:00:00,2025-11-05 20:48:16.927115800,High,Hardware,Marco Klein,Service Desk,Closed,Berlin,4.1
INC-100235,2025-11-05 06:00:00,2025-11-06 10:15:26.913783038,Low,Access Request,Marta Novak,Security,Closed,Berlin,4.6
INC-100563,2025-11-05 08:00:00,,High,Software,Noah Fischer,Security,In Progress,Hamburg,
INC-101120,2025-11-05 09:00:00,2025-11-06 10:36:20.910016148,Medium,Email,Marta Novak,Security,Resolved,Munich,4.6
INC-100252,2025-11-05 13:00:00,,Medium,Access Request,Marco Klein,Service Desk,Pending,Hamburg,
INC-101018,2025-11-05 14:00:00,2025-11-07 14:51:47.539471294,Medium,Network,Emre Kaya,Applications,Resolved,Berlin,3.9
INC-100203,2025-11-05 19:00:00,2025-11-07 13:07:52.084309499,High,VPN,Tim Bauer,Network,Resolved,Remote,3.9
INC-100185,2025-11-05 22:00:00,,Low,Network,Tim Bauer,Network,Open,Cologne,
INC-100183,2025-11-06 08:00:00,2025-11-07 11:08:48.511404349,Medium,Onboarding,David Ross,Infrastructure,Resolved,Munich,4.8
INC-100055,2025-11-06 11:00:00,,Medium,Onboarding,Kevin Zhang,Network,Open,Remote,
INC-101162,2025-11-06 17:00:00,2025-11-07 00:12:04.117458846,Medium,VPN,Marco Klein,Service Desk,Resolved,Munich,2.8
INC-100453,2025-11-06 19:00:00,2025-11-09 05:28:15.736952114,Low,Software,Lina Schmitt,Service Desk,Resolved,Berlin,4.5
INC-100405,2025-11-06 20:00:00,2025-11-07 06:27:32.634750953,High,Software,Sofia Lang,Applications,Closed,Hamburg,3.6
INC-100021,2025-11-07 02:00:00,2025-11-08 02:07:51.085439202,Medium,Onboarding,Marta Novak,Security,Resolved,Hamburg,4.9
INC-100406,2025-11-07 04:00:00,2025-11-08 14:40:21.757980573,High,Network,Nina Falk,Infrastructure,Resolved,Cologne,3.8
INC-100180,2025-11-07 06:00:00,2025-11-08 03:03:02.704304784,Medium,Hardware,Kevin Zhang,Network,Resolved,Cologne,4.5
INC-101053,2025-11-07 10:00:00,2025-11-07 15:22:29.734250743,Medium,Security Incident,Priya Sharma,Service Desk,Resolved,Hamburg,3.8
INC-101091,2025-11-07 16:00:00,2025-11-11 10:33:24.681847913,Low,Access Request,Noah Fischer,Security,Resolved,Munich,4.8
INC-100667,2025-11-07 19:00:00,2025-11-08 22:58:30.459066118,Low,Security Incident,Marco Klein,Service Desk,Resolved,Hamburg,3.4
INC-101008,2025-11-07 20:00:00,,Low,Email,Alice Brown,Service Desk,In Progress,Berlin,
INC-100876,2025-11-08 02:00:00,2025-11-09 16:41:02.814005029,Medium,Network,David Ross,Infrastructure,Resolved,Cologne,4.8
INC-100556,2025-11-08 02:00:00,2025-11-08 17:37:16.213786030,High,Security Incident,Marco Klein,Service Desk,Resolved,Frankfurt,3.8
INC-101152,2025-11-08 03:00:00,2025-11-09 04:55:58.506045715,Medium,Security Incident,Alice Brown,Service Desk,Closed,Munich,4.1
INC-100159,2025-11-08 04:00:00,2025-11-09 08:38:04.133647318,High,Onboarding,Alice Brown,Service Desk,Resolved,Cologne,3.9
INC-100629,2025-11-08 05:00:00,,Medium,Network,Tim Bauer,Network,Open,Remote,
INC-100115,2025-11-08 08:00:00,2025-11-09 10:56:37.371653154,Medium,Access Request,Noah Fischer,Security,Resolved,Berlin,4.0
INC-100420,2025-11-08 12:00:00,2025-11-09 00:13:38.589606355,High,Software,David Ross,Infrastructure,Resolved,Hamburg,4.2
INC-101051,2025-11-08 23:00:00,2025-11-09 08:06:19.864463145,Critical,Software,Priya Sharma,Service Desk,Resolved,Munich,3.0
INC-100940,2025-11-09 00:00:00,,Low,Network,David Ross,Infrastructure,Open,Cologne,
INC-100445,2025-11-09 00:00:00,2025-11-09 04:38:26.271325422,High,Software,Marco Klein,Service Desk,Resolved,Hamburg,3.7
INC-100897,2025-11-09 05:00:00,2025-11-09 16:33:56.403710612,Medium,Security Incident,Kevin Zhang,Network,Closed,Remote,3.9
INC-101000,2025-11-10 01:00:00,2025-11-12 20:25:55.942234025,Low,Security Incident,Alice Brown,Service Desk,Resolved,Remote,3.7
INC-100017,2025-11-10 04:00:00,2025-11-10 06:01:47.145470522,Critical,Email,Noah Fischer,Security,Closed,Berlin,3.1
INC-100608,2025-11-10 09:00:00,2025-11-14 04:32:44.149883795,Low,Hardware,Jonas Weber,Infrastructure,Closed,Remote,4.2
INC-100344,2025-11-10 14:00:00,2025-11-11 06:11:30.414638006,Low,Security Incident,Nina Falk,Infrastructure,Resolved,Remote,4.4
INC-100803,2025-11-10 17:00:00,,Medium,Software,Tim Bauer,Network,Open,Frankfurt,
INC-100549,2025-11-10 20:00:00,,Low,Access Request,Jonas Weber,Infrastructure,In Progress,Munich,
INC-101165,2025-11-11 01:00:00,,Medium,Hardware,Marco Klein,Service Desk,In Progress,Hamburg,
INC-100717,2025-11-11 05:00:00,2025-11-11 15:09:03.209943734,High,Access Request,Sofia Lang,Applications,Closed,Hamburg,3.7
INC-100366,2025-11-11 12:00:00,2025-11-13 03:41:14.160792402,Medium,Hardware,Nina Falk,Infrastructure,Closed,Hamburg,3.5
INC-101015,2025-11-11 15:00:00,2025-11-12 08:30:19.634239185,Medium,Access Request,Noah Fischer,Security,Resolved,Frankfurt,4.4
INC-101010,2025-11-11 20:00:00,2025-11-13 11:01:03.591680134,Medium,Hardware,Jonas Weber,Infrastructure,Resolved,Berlin,4.1
INC-100701,2025-11-11 22:00:00,2025-11-12 20:53:49.684242987,High,Access Request,Priya Sharma,Service Desk,Resolved,Frankfurt,4.0
INC-100296,2025-11-11 23:00:00,2025-11-12 22:40:51.150182130,Critical,Software,Kevin Zhang,Network,Resolved,Munich,3.0
INC-100449,2025-11-12 01:00:00,2025-11-12 17:36:25.073053007,Medium,Software,Olivia Reed,Network,Resolved,Berlin,5.0
INC-100893,2025-11-12 09:00:00,2025-11-12 19:19:44.455176872,Medium,Onboarding,Sofia Lang,Applications,Resolved,Remote,3.8
INC-100712,2025-11-12 10:00:00,2025-11-13 15:58:17.961561453,High,Software,Kevin Zhang,Network,Resolved,Hamburg,3.6
INC-100679,2025-11-12 13:00:00,2025-11-13 05:26:31.009536513,Medium,Software,Olivia Reed,Network,Resolved,Berlin,4.6
INC-100578,2025-11-12 16:00:00,2025-11-14 10:47:17.426218354,Medium,Network,Nina Falk,Infrastructure,Resolved,Munich,4.8
INC-101074,2025-11-13 00:00:00,,Low,Hardware,Alice Brown,Service Desk,Open,Frankfurt,
INC-101195,2025-11-13 04:00:00,2025-11-13 13:52:53.462300007,Medium,Network,Kevin Zhang,Network,Resolved,Remote,4.5
INC-100997,2025-11-13 07:00:00,2025-11-15 12:46:39.905197930,Low,Network,Alice Brown,Service Desk,Resolved,Remote,4.2
INC-100011,2025-11-13 08:00:00,2025-11-17 03:31:40.567022835,Medium,Hardware,Sofia Lang,Applications,Closed,Munich,4.3
INC-100995,2025-11-14 02:00:00,,Low,Onboarding,Marta Novak,Security,In Progress,Frankfurt,
INC-100488,2025-11-14 09:00:00,2025-11-14 13:12:19.953762023,High,Email,Marta Novak,Security,Resolved,Berlin,2.7
INC-100507,2025-11-14 10:00:00,2025-11-14 23:23:25.359165489,Medium,Network,Marco Klein,Service Desk,Resolved,Frankfurt,3.9
INC-101147,2025-11-14 12:00:00,2025-11-14 18:55:06.960371698,Low,Software,Marta Novak,Security,Closed,Berlin,4.0
INC-101164,2025-11-14 12:00:00,,Medium,Network,Marco Klein,Service Desk,In Progress,Remote,
INC-100747,2025-11-14 17:00:00,2025-11-15 20:52:33.819112860,Medium,VPN,David Ross,Infrastructure,Closed,Remote,4.7
INC-100656,2025-11-14 20:00:00,,Low,Network,Olivia Reed,Network,In Progress,Berlin,
INC-100351,2025-11-14 22:00:00,2025-11-15 17:14:55.513231688,Low,Email,Nina Falk,Infrastructure,Resolved,Berlin,4.2
INC-100648,2025-11-15 12:00:00,2025-11-17 14:02:59.959711961,Medium,Software,Lina Schmitt,Service Desk,Closed,Berlin,3.9
INC-100606,2025-11-15 15:00:00,2025-11-17 15:07:29.531380683,Low,Hardware,Lina Schmitt,Service Desk,Closed,Hamburg,3.7
